2026-09-02 20:20:32 | Temperature: 64 C | Vibration: 10 mm/s | Pressure: 110 PSI | Status: CRITICAL
2026-09-02 20:20:35 | Temperature: 90 C | Vibration: 9 mm/s | Pressure: 82 PSI | Status: WARNING
2026-09-02 20:42:13 | Temperature: 79 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-02 20:42:16 | Temperature: 68 C | Vibration: 10 mm/s | Pressure: 106 PSI | Status: CRITICAL
2026-09-02 20:42:19 | Temperature: 105 C | Vibration: 7 mm/s | Pressure: 97 PSI | Status: CRITICAL
2026-09-02 20:58:07 | Temperature: 83 C | Vibration: 5 mm/s | Pressure: 95 PSI | Status: NORMAL
2026-09-02 21:10:54 | Temperature: 89 C | Vibration: 6 mm/s | Pressure: 94 PSI | Status: NORMAL
2026-09-02 21:10:57 | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-02 21:12:12 | Temperature: 89 C | Vibration: 4 mm/s | Pressure: 96 PSI | Status: NORMAL
2026-09-02 21:12:15 | Temperature: 100 C | Vibration: 2 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-02 21:12:18 | Temperature: 105 C | Vibration: 7 mm/s | Pressure: 108 PSI | Status: CRITICAL
2026-09-02 21:12:21 | Temperature: 110 C | Vibration: 10 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 22:18:27 | Machine: Compressor-C | Temperature: 83 C | Vibration: 1 mm/s | Pressure: 84 PSI | Status: NORMAL
2026-09-03 22:18:30 | Machine: Motor-A | Temperature: 93 C | Vibration: 8 mm/s | Pressure: 103 PSI | Status: WARNING
2026-09-03 22:18:30 | Machine: Pump-B | Temperature: 93 C | Vibration: 8 mm/s | Pressure: 103 PSI | Status: WARNING
2026-09-03 22:18:30 | Machine: Compressor-C | Temperature: 93 C | Vibration: 8 mm/s | Pressure: 103 PSI | Status: WARNING
2026-09-03 22:18:33 | Machine: Motor-A | Temperature: 66 C | Vibration: 6 mm/s | Pressure: 103 PSI | Status: NORMAL
2026-09-03 22:18:33 | Machine: Pump-B | Temperature: 66 C | Vibration: 6 mm/s | Pressure: 103 PSI | Status: NORMAL
2026-09-03 22:18:33 | Machine: Compressor-C | Temperature: 66 C | Vibration: 6 mm/s | Pressure: 103 PSI | Status: NORMAL
2026-09-03 22:18:36 | Machine: Motor-A | Temperature: 92 C | Vibration: 1 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:18:36 | Machine: Pump-B | Temperature: 92 C | Vibration: 1 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:18:36 | Machine: Compressor-C | Temperature: 92 C | Vibration: 1 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:18:39 | Machine: Compressor-C | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 112 PSI | Status: WARNING
2026-09-03 22:18:39 | Machine: Pump-B | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 112 PSI | Status: WARNING
2026-09-03 22:18:39 | Machine: Motor-A | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 112 PSI | Status: WARNING
2026-09-03 22:18:42 | Machine: Compressor-C | Temperature: 66 C | Vibration: 2 mm/s | Pressure: 81 PSI | Status: NORMAL
2026-09-03 22:18:42 | Machine: Pump-B | Temperature: 66 C | Vibration: 2 mm/s | Pressure: 81 PSI | Status: NORMAL
2026-09-03 22:18:42 | Machine: Motor-A | Temperature: 66 C | Vibration: 2 mm/s | Pressure: 81 PSI | Status: NORMAL
2026-09-03 22:18:45 | Machine: Compressor-C | Temperature: 105 C | Vibration: 9 mm/s | Pressure: 87 PSI | Status: CRITICAL
2026-09-03 22:18:45 | Machine: Pump-B | Temperature: 105 C | Vibration: 9 mm/s | Pressure: 87 PSI | Status: CRITICAL
2026-09-03 22:18:45 | Machine: Motor-A | Temperature: 105 C | Vibration: 9 mm/s | Pressure: 87 PSI | Status: CRITICAL
2026-09-03 22:18:48 | Machine: Compressor-C | Temperature: 79 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: NORMAL
2026-09-03 22:18:48 | Machine: Motor-A | Temperature: 79 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: NORMAL
2026-09-03 22:18:48 | Machine: Pump-B | Temperature: 79 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: NORMAL
2026-09-03 22:18:52 | Machine: Motor-A | Temperature: 70 C | Vibration: 9 mm/s | Pressure: 97 PSI | Status: WARNING
2026-09-03 22:18:52 | Machine: Compressor-C | Temperature: 70 C | Vibration: 9 mm/s | Pressure: 97 PSI | Status: WARNING
2026-09-03 22:18:52 | Machine: Pump-B | Temperature: 70 C | Vibration: 9 mm/s | Pressure: 97 PSI | Status: WARNING
2026-09-03 22:18:55 | Machine: Motor-A | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 22:18:55 | Machine: Compressor-C | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 22:18:55 | Machine: Pump-B | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 22:18:58 | Machine: Motor-A | Temperature: 68 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: WARNING
2026-09-03 22:18:58 | Machine: Compressor-C | Temperature: 68 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: WARNING
2026-09-03 22:18:58 | Machine: Pump-B | Temperature: 68 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: WARNING
2026-09-03 22:19:01 | Machine: Motor-A | Temperature: 75 C | Vibration: 4 mm/s | Pressure: 93 PSI | Status: NORMAL
2026-09-03 22:19:01 | Machine: Compressor-C | Temperature: 75 C | Vibration: 4 mm/s | Pressure: 93 PSI | Status: NORMAL
2026-09-03 22:19:01 | Machine: Pump-B | Temperature: 75 C | Vibration: 4 mm/s | Pressure: 93 PSI | Status: NORMAL
2026-09-03 22:19:04 | Machine: Motor-A | Temperature: 84 C | Vibration: 1 mm/s | Pressure: 96 PSI | Status: NORMAL
2026-09-03 22:19:04 | Machine: Compressor-C | Temperature: 84 C | Vibration: 1 mm/s | Pressure: 96 PSI | Status: NORMAL
2026-09-03 22:19:04 | Machine: Pump-B | Temperature: 84 C | Vibration: 1 mm/s | Pressure: 96 PSI | Status: NORMAL
2026-09-03 22:19:07 | Machine: Compressor-C | Temperature: 76 C | Vibration: 5 mm/s | Pressure: 80 PSI | Status: NORMAL
2026-09-03 22:19:07 | Machine: Motor-A | Temperature: 76 C | Vibration: 5 mm/s | Pressure: 80 PSI | Status: NORMAL
2026-09-03 22:19:07 | Machine: Pump-B | Temperature: 76 C | Vibration: 5 mm/s | Pressure: 80 PSI | Status: NORMAL
2026-09-03 22:19:10 | Machine: Motor-A | Temperature: 77 C | Vibration: 6 mm/s | Pressure: 106 PSI | Status: NORMAL
2026-09-03 22:19:10 | Machine: Compressor-C | Temperature: 77 C | Vibration: 6 mm/s | Pressure: 106 PSI | Status: NORMAL
2026-09-03 22:19:10 | Machine: Pump-B | Temperature: 77 C | Vibration: 6 mm/s | Pressure: 106 PSI | Status: NORMAL
2026-09-03 22:19:13 | Machine: Motor-A | Temperature: 107 C | Vibration: 10 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:19:13 | Machine: Compressor-C | Temperature: 107 C | Vibration: 10 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:19:13 | Machine: Pump-B | Temperature: 107 C | Vibration: 10 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:19:16 | Machine: Motor-A | Temperature: 98 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: WARNING
2026-09-03 22:19:16 | Machine: Compressor-C | Temperature: 98 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: WARNING
2026-09-03 22:19:16 | Machine: Pump-B | Temperature: 98 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: WARNING
2026-09-03 22:19:19 | Machine: Compressor-C | Temperature: 62 C | Vibration: 9 mm/s | Pressure: 102 PSI | Status: WARNING
2026-09-03 22:19:19 | Machine: Motor-A | Temperature: 62 C | Vibration: 9 mm/s | Pressure: 102 PSI | Status: WARNING
2026-09-03 22:19:19 | Machine: Pump-B | Temperature: 62 C | Vibration: 9 mm/s | Pressure: 102 PSI | Status: WARNING
2026-09-03 22:19:22 | Machine: Compressor-C | Temperature: 80 C | Vibration: 10 mm/s | Pressure: 105 PSI | Status: CRITICAL
2026-09-03 22:19:22 | Machine: Motor-A | Temperature: 80 C | Vibration: 10 mm/s | Pressure: 105 PSI | Status: CRITICAL
2026-09-03 22:19:22 | Machine: Pump-B | Temperature: 80 C | Vibration: 10 mm/s | Pressure: 105 PSI | Status: CRITICAL
2026-09-03 22:19:50 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:19:50 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:19:50 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:19:53 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:19:53 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:19:53 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:19:56 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:19:56 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:19:56 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:19:59 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:19:59 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:19:59 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:20:02 | Machine: Compressor-C | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:20:02 | Machine: Pump-B | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:20:02 | Machine: Motor-A | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:20:05 | Machine: Compressor-C | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:20:05 | Machine: Pump-B | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:20:05 | Machine: Motor-A | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:20:08 | Machine: Pump-B | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:20:08 | Machine: Compressor-C | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:20:08 | Machine: Motor-A | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:20:11 | Machine: Compressor-C | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:20:11 | Machine: Pump-B | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:20:11 | Machine: Motor-A | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:20:14 | Machine: Compressor-C | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:20:14 | Machine: Motor-A | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:20:14 | Machine: Pump-B | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:20:17 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:20:17 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:20:17 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:20:20 | Machine: Compressor-C | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:20:20 | Machine: Motor-A | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:20:20 | Machine: Pump-B | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:20:23 | Machine: Motor-A | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:20:23 | Machine: Compressor-C | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:20:23 | Machine: Pump-B | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:20:26 | Machine: Motor-A | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:20:26 | Machine: Pump-B | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:20:26 | Machine: Compressor-C | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:05 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:05 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:05 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:08 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:25:08 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:25:08 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:25:11 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:25:11 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:25:11 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:25:14 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:25:14 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:25:14 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:25:17 | Machine: Motor-A | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:25:17 | Machine: Pump-B | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:25:17 | Machine: Compressor-C | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:25:20 | Machine: Motor-A | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:25:20 | Machine: Compressor-C | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:25:20 | Machine: Pump-B | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:25:23 | Machine: Motor-A | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:25:23 | Machine: Compressor-C | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:25:23 | Machine: Pump-B | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:25:26 | Machine: Compressor-C | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:25:26 | Machine: Motor-A | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:25:26 | Machine: Pump-B | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:25:29 | Machine: Compressor-C | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:25:29 | Machine: Pump-B | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:25:29 | Machine: Motor-A | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:25:32 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:25:32 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:25:32 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:25:35 | Machine: Compressor-C | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:25:35 | Machine: Pump-B | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:25:35 | Machine: Motor-A | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:25:38 | Machine: Compressor-C | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:25:38 | Machine: Pump-B | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:25:38 | Machine: Motor-A | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:25:41 | Machine: Pump-B | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:41 | Machine: Compressor-C | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:41 | Machine: Motor-A | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:46 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:46 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:25:46 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:26:40 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:26:40 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:26:40 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:26:43 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:26:43 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:26:43 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 22:26:46 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:26:46 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:26:46 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:26:49 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:26:49 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:26:49 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 22:26:52 | Machine: Compressor-C | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:26:52 | Machine: Motor-A | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:26:52 | Machine: Pump-B | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:26:55 | Machine: Compressor-C | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:26:55 | Machine: Pump-B | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:26:55 | Machine: Motor-A | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 22:26:58 | Machine: Compressor-C | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:26:58 | Machine: Motor-A | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:26:58 | Machine: Pump-B | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 22:27:01 | Machine: Compressor-C | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:27:01 | Machine: Motor-A | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:27:01 | Machine: Pump-B | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 22:27:04 | Machine: Motor-A | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:27:04 | Machine: Compressor-C | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:27:04 | Machine: Pump-B | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:27:07 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:27:07 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:27:07 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:27:10 | Machine: Motor-A | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:27:10 | Machine: Compressor-C | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:27:10 | Machine: Pump-B | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 22:27:13 | Machine: Motor-A | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:27:13 | Machine: Compressor-C | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:27:13 | Machine: Pump-B | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 22:27:16 | Machine: Motor-A | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:27:16 | Machine: Compressor-C | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:27:16 | Machine: Pump-B | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 22:27:19 | Machine: Compressor-C | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 22:27:19 | Machine: Motor-A | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 22:27:19 | Machine: Pump-B | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 22:27:22 | Machine: Compressor-C | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 22:27:22 | Machine: Motor-A | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 22:27:22 | Machine: Pump-B | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 22:27:25 | Machine: Motor-A | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 22:27:25 | Machine: Compressor-C | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
